nameOfPlace,lat,lng,avg_rate_of_place,avg_hours_of_place,avg_ages_of_place,count_of_post_added_to_place
Mediamatic Fabriek,52.37166342,4.92569048,0,0,0,0
Crea Studio's,52.36313501,4.913146567,0,0,0,0
De Biertuin,52.362186,4.923926487,0,0,0,0
Dappermarkt,52.36266477,4.927486181,0,0,0,0
Funenpark,52.36823184,4.929877777,0,0,0,0
Koninklijk Instituut voor de Tropen,52.36258942,4.921456575,0,0,0,0
De Sluyswacht,52.36976881,4.901713991,0,0,0,0
Vlinderpaviljoen,52.36534909,4.920345072,0,0,0,0
Sportfondsenbad Oost,52.35656092,4.928864335,0,0,0,0
De Plantage,52.363927,4.917749,0,0,0,0
De Groene Olifant,52.363888,4.919803,0,0,0,0
IKRa Headquarters Amsterdam,52.36256,4.905947,0,0,0,0
Ruk & Pluk,52.35747,4.926745,0,0,0,0
Desmet Studio's,52.367018,4.909558,0,0,0,0
Cafe Smit & Voogt,52.367256,4.90943,0,0,0,0
Verzetsmuseum,52.36793346,4.912626188,0,0,0,0
Hollandsche Schouwburg,52.36638028,4.911072471,0,0,0,0
Amsterdam City Swim,52.36625935,4.901518911,0,0,0,0
Afrikanerplein,52.35258551,4.917098579,0,0,0,0
Volkskrantgebouw,52.353987,4.912056,0,0,0,0
Ringdijk,52.35195746,4.920845377,0,0,0,0
Binnentuin Krugerhof,52.35493303,4.918945,0,0,0,0
Amstelcampushal,52.35908402,4.910832911,0,0,0,0
Galerie & Coffeeshop Yo-yo,52.35607334,4.902906884,0,0,0,0
Fort Juliana,52.34714932,4.923466444,0,0,0,0
Bar Upstairs,52.349951,4.918761,0,0,0,0
Galerie Weesperzijde,52.352319,4.910933,0,0,0,0
Singel Studio,52.33710701,4.934883653,0,0,0,0
Earforce,52.33755,4.935832,0,0,0,0
Pleinvrees,52.337143,4.935594,0,0,0,0
Winterdijkplein,52.34322586,4.904703099,0,0,0,0
Dushi's Buitenplaats,52.40030649,4.934830456,0,0,0,0
Lucky Jack,52.40089582,4.936982329,0,0,0,0
Marco Keyzer Foto,52.39943463,4.935395676,0,0,0,0
La Rosa,52.399524,4.93536,0,0,0,0
Snookercentrum Boven 't IJ,52.399198,4.937407,0,0,0,0
Museum Amsterdam Noord,52.38818603,4.925973415,0,0,0,0
grachtenfestival Nieuwendammerdijk,52.390956,4.938504,0,0,0,0
Eenden Begraafplaats,52.3734789,4.929892058,0,0,0,0
IJhaven,52.37602249,4.926807224,0,0,0,0
mezrab,52.37558544,4.927612684,0,0,0,0
Nemo Dock,52.37363112,4.910637735,0,0,0,0
Oostelijk havengebied,52.37567661,4.930550297,0,0,0,0
Muziek gebouw ij,52.37757889,4.910079996,0,0,0,0
Voor de Bijen (gestapelde tafels),52.37285801,4.933843017,0,0,0,0
Pianostudio Brook Cuden,52.370532,4.913428,0,0,0,0
Castle Wolfenstein,52.37024114,4.934341908,0,0,0,0
Dorst,52.366054,4.926696,0,0,0,0
"Windmill View
Zeeburgerdijk 15, 1093 SK Amsterdam.",52.36678118,4.925854648,0,0,0,0
Reptielenhuis,52.367231,4.915136872,0,0,0,0
Secret Garden,52.37260363,4.90585691,0,0,0,0
Zeeleeuwen,52.365211,4.920116,0,0,0,0
Huize Frankendael,52.35122226,4.933448346,0,0,0,0
Poollokaal De gracht,52.362766,4.909838,0,0,0,0
Frankie's Place,52.349285,4.937755,0,0,0,0
Bootcamp.,52.35262874,4.931436801,0,0,0,0
Meme's palace,52.355725,4.930979,0,0,0,0
Buikdanswinkel,52.357336,4.922022,0,0,0,0
Wethouder Verheijhal,52.35798312,4.931163152,0,0,0,0
Running Track,52.35368293,4.937429005,0,0,0,0
Movenpick Hotel (conference Room),52.33775128,4.942373294,0,0,0,0
Golfbaan Amsterdam-Waterland,52.40923226,4.942404628,0,0,0,0
Flitspaal N 247,52.4069993,4.940791536,0,0,0,0
Stichting Trefcentrum Jongerenflat Amsterdam Noord,52.40357791,4.93516034,0,0,0,0
Paloina,52.40351379,4.939604402,0,0,0,0
Amerbos Het Hondenveld,52.40419009,4.94475679,0,0,0,0
Bowling Dani Noord,52.399559,4.935009,0,0,0,0
Studio BOEF.,52.399673,4.936329,0,0,0,0
cafe bascule,52.39933443,4.935423262,0,0,0,0
Cafe Noord,52.398357,4.94157,0,0,0,0
IJ-zicht,52.389575,4.943984,0,0,0,0
Bankjes noordelijke IJ-oever,52.38568,4.92829,0,0,0,0
Jachthaven Twellegea,52.38969119,4.940806427,0,0,0,0
Zaalverhuur Dhoem Dhaam,52.38455223,4.928042987,0,0,0,0
Encore,52.39052321,4.945692489,0,0,0,0
Zuipclub Office 2.0 (apacs Residence),52.389828,4.915434,0,0,0,0
W&W Chapter Noord,52.386216,4.920073,0,0,0,0
Bagagehal,52.37754703,4.939922357,0,0,0,0
Frenkie's Binnen Beach,52.37604021,4.941685428,0,0,0,0
Nautiek Vaaropleidingen,52.37421566,4.938849091,0,0,0,0
Grasplein Java-eiland,52.37667231,4.935162379,0,0,0,0
Aanlegsteiger,52.374959,4.935352,0,0,0,0
Noordwal,52.381621,4.917602,0,0,0,0
Afrika Savanne,52.36657364,4.917762361,0,0,0,0
Het Beamhuis,52.37191374,4.923646233,0,0,0,0
Watersportvereniging De Oostvaarders,52.37211767,4.924772901,0,0,0,0
Marine Etablissement Amsterdam,52.3735818,4.91754055,0,0,0,0
Bar Stayokay Amsterdam Zeeburg,52.3653337,4.935902879,0,0,0,0
Leeuwenkuil,52.36704108,4.915689826,0,0,0,0
Party Russian Flat,52.367729,4.916687,0,0,0,0
Giraffenstal,52.36621236,4.918162823,0,0,0,0
Chimpansees,52.36537096,4.91866861,0,0,0,0
Sweet Thai Massage Sarphatistraat,52.36267,4.914606,0,0,0,0
Sportpark Middenmeer,52.35003663,4.946064105,0,0,0,0
Jaap Edenhal,52.34884681,4.944928483,0,0,0,0
Balletschool Ellen van den Ende,52.34661023,4.937508607,0,0,0,0
The Imaginary Zoo,52.34726266,4.938490658,0,0,0,0
Gerrit Kalff-tuin,52.340469,4.928113,0,0,0,0
't Praathuis,52.340102,4.943128,0,0,0,0
Lieve Damir,52.342899,4.936696,0,0,0,0
Observatorium,52.40330909,4.947988987,0,0,0,0
Biggy Sanka Party Town,52.40178393,4.936015606,0,0,0,0
Nightview Slochter,52.411687,4.94412,0,0,0,0
Snookercentrum Boven 't Y,52.4096686,4.950486178,0,0,0,0
Kabouterberg,52.4096706,4.9504862,0,0,0,0
Huis van Oranje,52.398882,4.936981,0,0,0,0
Mankit's Bday Bus,52.399474,4.934465,0,0,0,0
Sailor Moon,52.398128,4.941494,0,0,0,0
CRUSH+,52.39769731,4.941544099,0,0,0,0
Noorderpils,52.39447403,4.947567463,0,0,0,0
Hensbroekermeer,52.392445,4.944081,0,0,0,0
five gardens festival,52.391478,4.937507,0,0,0,0
Barn In The City,52.39051364,4.939064171,0,0,0,0
Hondenuitlaat grasveld,52.39298265,4.949142219,0,0,0,0
Lentekabinet,52.39474467,4.919739159,0,0,0,0
Oranjewerf scheepsreparaties B.V.,52.38533703,4.94988349,0,0,0,0
T.C. Elzenhagen,52.385817,4.943691,0,0,0,0
Grachtenboot,52.38509675,4.946043704,0,0,0,0
Bootcampclub Amsterdam-Noord,52.39011314,4.924800263,0,0,0,0
Magic Circus,52.376505,4.942918,0,0,0,0
Strand van Java,52.37718302,4.934161822,0,0,0,0
Hondenuitlaatplek Javaeiland,52.380078,4.92359,0,0,0,0
Gallery SIXTY ONE,52.37138629,4.931712793,0,0,0,0
Jachthaven Piet Hein,52.37228224,4.946052865,0,0,0,0
Tegelbergplein,52.37437655,4.948939921,0,0,0,0
Hedkandi,52.372899,4.928112,0,0,0,0
Lasercity Amsterdam,52.37155299,4.925560048,0,0,0,0
Van Gendthallen,52.37131542,4.925758839,0,0,0,0
Fotohal & Roest,52.371422,4.926347,0,0,0,0
In Vino Momentum,52.369645,4.925904,0,0,0,0
East of Eden,52.36304804,4.923849106,0,0,0,0
Jardin de petitvins,52.36270756,4.937283925,0,0,0,0
De Service Garage,52.368623,4.951659,0,0,0,0
CMA,52.35762211,4.932323311,0,0,0,0
Jaap Eden IJsbanen,52.34660039,4.952774048,0,0,0,0
HC AthenA,52.34593774,4.956120391,0,0,0,0
veld 14,52.347265,4.951147,0,0,0,0
Bij Papa,52.34379383,4.936445359,0,0,0,0
Arboretum De Nieuwe Ooster,52.34572214,4.93745327,0,0,0,0
Ronald McDonald Sport Centre,52.39992799,4.957426176,0,0,0,0
Zwemschool SwimBee locatie Amsterdam Noord,52.40091332,4.957473278,0,0,0,0
Ronald McDonald bad,52.40009308,4.959681988,0,0,0,0
HBOK,52.41023992,4.959636912,0,0,0,0
Theo's halverwege-bankje,52.40671035,4.957268393,0,0,0,0
Stoeterij Ilperveld,52.405994,4.957345,0,0,0,0
HBOnello,52.410294,4.959942,0,0,0,0
't Uilenstekkie,52.41077289,4.960463974,0,0,0,0
Ijsbaan Zunderdorp,52.40245459,4.959776768,0,0,0,0
Raku Workshop,52.403137,4.960845,0,0,0,0
Krakers boerderij,52.40323033,4.960798354,0,0,0,0
Zwemschool de Zwaantjes,52.40000865,4.9598701,0,0,0,0
Muziekcentrum Noord,52.3947335,4.951260469,0,0,0,0
Verlicht Crack Steegje,52.39565776,4.95428014,0,0,0,0
De Feesttuin,52.392418,4.943731,0,0,0,0
In T Zonnetje,52.39238,4.943884,0,0,0,0
Modestraat,52.39216542,4.956185442,0,0,0,0
Rietlanden,52.38980248,4.943607956,0,0,0,0
Frekkel Grot,52.39123812,4.945256748,0,0,0,0
Volkstuinpark Wijkergouw,52.38731508,4.96061088,0,0,0,0
Jachthaven Nauticadam,52.39037556,4.941319,0,0,0,0
Het Naai Cafe,52.392128,4.956433,0,0,0,0
Schellingwouderpark,52.38645987,4.954869627,0,0,0,0
Tattoo Linda,52.394778,4.956215,0,0,0,0
Stoeptegel Theo,52.39683151,4.939783573,0,0,0,0
Tennispark Tennisclub Elzenhage Vliegenbos,52.39031124,4.935933093,0,0,0,0
Radarpost Surinamekade,52.377777,4.948576,0,0,0,0
Ij Class,52.37741253,4.947872987,0,0,0,0
Venetiehof Binnentuin,52.37742265,4.947920889,0,0,0,0
Steiger Levantplein,52.37631083,4.94453144,0,0,0,0
Kompaseiland,52.37695683,4.938594686,0,0,0,0
Harry's Dock,52.37288,4.951753,0,0,0,0
handbag and purse museum,52.37519178,4.939416947,0,0,0,0
Bogor Beach,52.37702959,4.934843103,0,0,0,0
Chateaux Roux,52.378936,4.932243,0,0,0,0
Zwemsteiger Borneo-eiland,52.37128649,4.945554448,0,0,0,0
Krux Amsterdam - Creative Workspace,52.36888471,4.954951957,0,0,0,0
Flevoparkbad,52.36458109,4.952130318,0,0,0,0
Fringe - Mise En Flip,52.368595,4.951284,0,0,0,0
Graffiti HoF,52.36581141,4.953731465,0,0,0,0
Cruquius Tuin,52.36817183,4.946536929,0,0,0,0
Best Friend Coffe Shop,52.364943,4.939594,0,0,0,0
KV Zeeburg,52.36747323,4.935709775,0,0,0,0
Amsterdam Manzara,52.365411,4.935507,0,0,0,0
Tinus' Dakterras,52.365144,4.934275,0,0,0,0
Camping Zeeburg,52.3651867,4.960227216,0,0,0,0
Amsterdam-rijnkanaal,52.36548518,4.95745182,0,0,0,0
Flevor,52.36270325,4.94896618,0,0,0,0
Coen and the dancing matryoshkas,52.36265182,4.937551975,0,0,0,0
Base Amsterdam.,52.36429,4.9357,0,0,0,0
Kunstenaarsdorp,52.36825629,4.960335032,0,0,0,0
A.V.V. Zeeburgia,52.351518,4.950218,0,0,0,0
Jachthaven Bovendiep,52.362076,4.962802,0,0,0,0
Music Matrix,52.3573281,4.930597544,0,0,0,0
Boerderijwinkel,52.41279976,4.971547012,0,0,0,0
de melktap,52.41333128,4.972434264,0,0,0,0
Zomaarfeest,52.40263698,4.961191112,0,0,0,0
Tuinpark Buikslotermeer,52.39538095,4.964962107,0,0,0,0
New Amsterdam,52.39303211,4.964070389,0,0,0,0
Mama Frekkel,52.39022827,4.949827194,0,0,0,0
Zwemparadijs Hensbroekerstraat,52.392461,4.943862,0,0,0,0
Ecologisch gebied Waalenburgsingel,52.38967705,4.962596109,0,0,0,0
Poepveldje Hoyerpad,52.38525315,4.963264289,0,0,0,0
IJsclub Schellingwoude,52.38633407,4.9690225,0,0,0,0
Surfcenter IJburg,52.38487453,4.970660999,0,0,0,0
Steiger Barcelonaplein,52.37647176,4.944813251,0,0,0,0
Cruise Inn,52.37039672,4.961716033,0,0,0,0
Holland Sport Boat Centre,52.36868077,4.963743053,0,0,0,0
De Gabber Hondenschool,52.36999141,4.959038118,0,0,0,0
Op stand 38h,52.37162115,4.96069397,0,0,0,0
Lozingskanaal,52.36746,4.952537,0,0,0,0
Jachthaven Flefo,52.36650945,4.947661161,0,0,0,0
Man en Schaap,52.36577507,4.948746711,0,0,0,0
Nieuwe Diep,52.35992936,4.961872101,0,0,0,0
ReflexGT,52.355054,4.955631,0,0,0,0
Jachthaven Bouwmeester,52.36302183,4.960026741,0,0,0,0
Jachtwerf Pampus,52.35692833,4.971848564,0,0,0,0
Fortius,52.34855461,4.950042966,0,0,0,0
OVVO,52.34963209,4.946152171,0,0,0,0
Oma's Stulpje,52.35335742,4.942755289,0,0,0,0
Diemerzeedijk,52.36045352,4.971485138,0,0,0,0
A.v.v. TOG,52.34928125,4.947957557,0,0,0,0
USC Tennis,52.34782736,4.960143476,0,0,0,0
tuinpark tuinwijck,52.38422768,4.972854135,0,0,0,0
Keramiek Atelier en Galerie Marjoke de Heer,52.38426367,4.962472916,0,0,0,0
Maijpark,52.38723003,4.973158836,0,0,0,0
Cocktail Tuin,52.3909795,4.95002505,0,0,0,0
Onofficiële Volkstuinen Schellingwoude,52.385789,4.952389,0,0,0,0
WSV De Zuiderzee,52.382362,4.962655,0,0,0,0
Landgoed Von Bannisseht,52.381525,4.9745,0,0,0,0
Calamiteiten Autosteiger,52.374417,4.970443,0,0,0,0
Wakeboardschool Amsterdam,52.368719,4.966525,0,0,0,0
V.D.H. Kringgroep Haarlemmermeer,52.3682034,4.959845109,0,0,0,0
jachthaven de vioolsleutel,52.368745,4.960066,0,0,0,0
Club GZG,52.37009703,4.954705238,0,0,0,0
Camping de Ruigenhoek,52.37161647,4.950887219,0,0,0,0
Historische veerpont De Vlieland,52.3715962,4.949681414,0,0,0,0
Loveland op it iis!,52.36609,4.955171,0,0,0,0
La Casa S&G,52.374744,4.946331,0,0,0,0
Sluis steigereiland noord,52.36631599,4.973301506,0,0,0,0
Trailer park Oosterringdijk,52.35625348,4.964210987,0,0,0,0
Jachthaven Tineke Bakker,52.362928,4.96164,0,0,0,0
Dakterras Science Park,52.35532001,4.957431724,0,0,0,0
Beneden Diep,52.36109718,4.955616932,0,0,0,0
Rokjesdagloop,52.355437,4.956045,0,0,0,0
Nieuwe Levenskracht,52.34831713,4.956157905,0,0,0,0
Project Diemen,52.34321655,4.956189612,0,0,0,0
Volgermeer,52.41502627,4.986510533,0,0,0,0
Weersloot,52.389462,4.979159,0,0,0,0
Project Diemerzeedijk,52.36036709,4.972624758,0,0,0,0
BBQ Eiland,52.362667,4.958066,0,0,0,0
Masha's Queendom,52.354703,4.956367,0,0,0,0
Broekergouw,52.42034482,4.990619253,0,0,0,0
Zuivelboerderij Dikhoeve,52.395435,4.992621,0,0,0,0
De Boer,52.38893867,4.988828301,0,0,0,0
drc,52.3786854,4.987896054,0,0,0,0
Zeilvereniging Het Y,52.37792253,4.992145153,0,0,0,0
Buitenij,52.37735639,4.988884533,0,0,0,0
Sebsoft-hq,52.36118595,4.992104831,0,0,0,0
Biologisch Melkveebedrijf Spelt,52.407744,4.995586,0,0,0,0
Duurloop Running Holland,52.382127,5.002586,0,0,0,0
Paardenpret,52.38506556,5.002067685,0,0,0,0
Spektakel op IJburg,52.35420237,4.986102722,0,0,0,0
Diemer Park,52.34645586,4.99561873,0,0,0,0
Paps En Mams,52.40278225,5.0168402,0,0,0,0
Camping De Kikker,52.39541001,5.013697112,0,0,0,0
Camping De Badhoeve,52.38568017,5.011952201,0,0,0,0
Happy Feelings coffeeshop,52.38560149,5.01242376,0,0,0,0
Nicolai's House Boat,52.343271,5.003894,0,0,0,0
De Stelling Van Amsterdam,52.343064,5.013566389,0,0,0,0
Diemerdammersluis,52.34305724,5.013357326,0,0,0,0
jaarlijkse beach party rieteiland oost,52.346595,5.001826,0,0,0,0
scheepswerf de blauwe wimpel,52.341476,5.010704,0,0,0,0
ijburg blok 50,52.349702,5.001429,0,0,0,0
Mike's Downloadhoekje,52.352335,4.999979,0,0,0,0
Peterspot2,52.352347,4.999972,0,0,0,0
Eastar Music Studio,52.35425,5.001327,0,0,0,0
Quetzal,52.35535059,5.004889286,0,0,0,0
"Strandje ""IJburg 2""",52.35555369,5.004053039,0,0,0,0
Het Die,52.41407781,5.022267061,0,0,0,0
De Doordrijvers,52.38605084,5.018389068,0,0,0,0
Kinselmeer,52.38746967,5.022689248,0,0,0,0
Hoeckelingsdam,52.387548,5.022523,0,0,0,0
The Eva Besnyo Posse,52.35098843,5.006362875,0,0,0,0
Ijburgcorners,52.351191,5.00165,0,0,0,0
Moes 32,52.35337497,5.007887624,0,0,0,0
Nederlandse Vereniging van Filmdistributeurs,52.353447,5.006048,0,0,0,0
Boerderij Splinter,52.40721595,5.030948494,0,0,0,0
Mooi Uitzicht,52.412922,5.051486,0,0,0,0
Moskee IJburg,52.354234,4.997194917,0,0,0,0
De Binnenwaai,52.356774,4.995854,0,0,0,0
Kerk Op IJburg,52.35658,4.995832,0,0,0,0
"Rens, Jeroen en Jurgens Place",52.35420822,4.99430134,0,0,0,0
Witches Outpost,52.352299,5.003659,0,0,0,0
ACS Logistics,52.41571791,4.761929512,0,0,0,0
Crematorium Westgaarde,52.35923393,4.776273298,0,0,0,0
Mundo's Penthouse,52.35121,4.778848,0,0,0,0
Rooms katholieke parochie St Jans Geboorte,52.38650194,4.788782502,0,0,0,0
Masjid Al-Islam,52.35875844,4.785919543,0,0,0,0
De Akerkerk,52.355352,4.782804,0,0,0,0
Haci Bayram Camii,52.3582913,4.78941679,0,0,0,0
Air Hidup Amsterdam,52.36048593,4.792151033,0,0,0,0
Masjid Al-Ikhlas,52.36115762,4.793037393,0,0,0,0
Spirit,52.379423,4.799576,0,0,0,0
Kilise,52.379544,4.798224,0,0,0,0
Suleymaniye Camii,52.37046814,4.799953938,0,0,0,0
St Lucaskerk,52.361617,4.795696,0,0,0,0
Sint Lucas Kerk,52.361279,4.79515,0,0,0,0
Moskee Attaqwa,52.356698,4.796749,0,0,0,0
Euromuslim Mosque,52.3552943,4.795121964,0,0,0,0
sloterkerk,52.34602737,4.794653416,0,0,0,0
GUK Amsterdam,52.343496,4.796332,0,0,0,0
CSA,52.39576721,4.808027744,0,0,0,0
Moskee Yaa-Ghaus,52.37815799,4.804827356,0,0,0,0
Pauluskerk,52.35771,4.80365,0,0,0,0
GAUC 2013,52.35845382,4.807159709,0,0,0,0
Prot. Kerk,52.342249,4.79794,0,0,0,0
Igreja Cristã Maranata,52.34437732,4.805641255,0,0,0,0
Melis Smokehof,52.3773774,4.811679125,0,0,0,0
Geredja Gunung Batu,52.376802,4.818584,0,0,0,0
NZA Fysioruimte,52.370092,4.817236,0,0,0,0
Cama Chinese Gemeente Amsterdam,52.383878,4.821919,0,0,0,0
Oase Kerk,52.375485,4.822574,0,0,0,0
Maranatha Church,52.358304,4.808603958,0,0,0,0
Verrijzenis kerk,52.35213833,4.822723972,0,0,0,0
Leger des Heils,52.38310336,4.832603588,0,0,0,0
De Ontmoeting,52.37612986,4.82682682,0,0,0,0
"Huize ""De Halfjes""",52.373322,4.834016,0,0,0,0
De Blauwe Moskee,52.34834714,4.831550706,0,0,0,0
OORbit geluidsstudio,52.394277,4.837126,0,0,0,0
Reed Elsevier - Herman Boerhaave Room,52.3903809,4.8392672,0,0,0,0
Regus,52.38575356,4.84303181,0,0,0,0
Moskee Mevlana,52.3772889,4.840959116,0,0,0,0
Opstandingskerk De Kolenkit,52.37762352,4.842552983,0,0,0,0
Tituskapel,52.36610266,4.840961747,0,0,0,0
Al-Ummah Amsterdam Mosque,52.36401663,4.8425314,0,0,0,0
Ayasofya Moskee,52.36293053,4.837472457,0,0,0,0
Moskee Oumma,52.36308816,4.837669811,0,0,0,0
The Blessing Amsterdam,52.364322,4.841186,0,0,0,0
De Verbinding,52.356971,4.837157,0,0,0,0
IFGF GISI,52.35046761,4.843203059,0,0,0,0
Sint Jan De Doper Kerk,52.35065709,4.843423791,0,0,0,0
Petruskerk,52.38650619,4.845606034,0,0,0,0
Guru Nanak Gurudwara,52.390778,4.849423,0,0,0,0
In De Bajes,52.385312,4.850435,0,0,0,0
Moskee Badr,52.38393624,4.846671224,0,0,0,0
Butsuma,52.381398,4.849742,0,0,0,0
Sint Jozefkerk (De Vluchtkerk),52.37319862,4.845560789,0,0,0,0
Auditorium,52.369192,4.843891,0,0,0,0
Franciscus Xaverius Kerk,52.38337984,4.851154849,0,0,0,0
Augustina Kerk,52.37685726,4.853365634,0,0,0,0
Treehuggers Palace,52.372916,4.857258,0,0,0,0
Cosmopolitan Buddha,52.37288749,4.852480888,0,0,0,0
Garage Baas,52.361665,4.858484,0,0,0,0
Sint Agneskerk,52.3502443,4.857845306,0,0,0,0
Auditorium ING House,52.33708441,4.85553844,0,0,0,0
Kantoor Veranda,52.33075726,4.85700163,0,0,0,0
Yan Chuen Church / Life Access,52.382851,4.865451,0,0,0,0
Thenextweb,52.37726257,4.858010482,0,0,0,0
Moskee Nour مسجد النور,52.36859431,4.859230417,0,0,0,0
Chassekerk,52.37014473,4.86191148,0,0,0,0
Leef Rave Festival Outdoor,52.4224038,4.869181431,0,0,0,0
Facebook Studio Edge,52.386021,4.872929,0,0,0,0
Hillsong Church Amsterdam,52.38611768,4.872760313,0,0,0,0
Nassaukerk (De Kantlijn),52.382652,4.87738,0,0,0,0
Neokatechumenale Zaal,52.3753096,4.867477023,0,0,0,0
EASDP Congress 2013,52.351515,4.872771,0,0,0,0
Pinkstergemeente Amsterdam,52.33234311,4.875184774,0,0,0,0
Container Crib,52.39314194,4.879854682,0,0,0,0
St. Nicholas Of Myra Russian Orthodox Church,52.37910914,4.880613567,0,0,0,0
Portugese Kerk Fatima,52.38116045,4.878133908,0,0,0,0
Русская Православная Церковь Св Николая Чудотворца,52.37915316,4.880302933,0,0,0,0
Tichelkerk - Russisch-Orthodoxe Kerk H. Nicolaas van Myra,52.37907541,4.880527416,0,0,0,0
Fatih Camii,52.37298157,4.878592764,0,0,0,0
Fatih Mosque,52.3731552,4.878538516,0,0,0,0
Bloemgracht Temple,52.374785,4.881411,0,0,0,0
KesselsKramer - Kapel De Voorzienigheid,52.371309,4.881084,0,0,0,0
NSF Training,52.362656,4.880098,0,0,0,0
Obrechtkerk,52.35602303,4.875171087,0,0,0,0
spiegelzaal,52.35642089,4.879602851,0,0,0,0
De Vrouwe van alle Volkeren,52.34467004,4.883438902,0,0,0,0
Bethelkerk,52.41444447,4.886007009,0,0,0,0
De Verlosser,52.39240097,4.881702081,0,0,0,0
VCBH Invest,52.386607,4.889883,0,0,0,0
Posthoornkerk,52.38117775,4.890139048,0,0,0,0
Noorderkerk,52.37976382,4.886561257,0,0,0,0
Keizergracht Deck Coffeeshop,52.3796196,4.889192104,0,0,0,0
Westerkerk,52.3745512,4.883766174,0,0,0,0
Onze Lieve Vrouwekerk,52.37308737,4.884668997,0,0,0,0
UvA Oude Lutherse Kerk,52.36835782,4.889044762,0,0,0,0
Keizersgrachtkerk,52.36472368,4.888115,0,0,0,0
Emerce eHome & Deco 2013,52.341912,4.888068,0,0,0,0
Park Foyer,52.34002576,4.888539774,0,0,0,0
Pelgrimskerk,52.3252148,4.875152513,0,0,0,0
De Goede Herder Kerk,52.3266266,4.87983121,0,0,0,0
Pinkstergemeente Agapè,52.41514385,4.89279449,0,0,0,0
Koepelkerk,52.37804872,4.893894196,0,0,0,0
Nicolaasbasiliek,52.37641298,4.901120067,0,0,0,0
PhoneGap Day EU,52.37032985,4.89788298,0,0,0,0
HVAC Training,52.36985649,4.896884176,0,0,0,0
De Duif,52.36142321,4.896812439,0,0,0,0
Selimiye,52.356026,4.89759,0,0,0,0
Amstelkerk,52.36228804,4.896587133,0,0,0,0
Synagoge LJG,52.337861,4.898132,0,0,0,0
Minahasa,52.32527404,4.879294642,0,0,0,0
Het Keerpunt,52.33214413,4.875474958,0,0,0,0
Maarten Luther Kerk,52.32505552,4.868560218,0,0,0,0
Renaissance Conference Center,52.378071,4.894396,0,0,0,0
Zuiderkerk,52.37011668,4.900020361,0,0,0,0
Mozes en Aäronkerk,52.36827921,4.903217554,0,0,0,0
Alex Auditorium,52.33562752,4.888100624,0,0,0,0
Gemeente van Christus Amsterdam,52.325387,4.875614,0,0,0,0
Stichting Anwaaroel Uloom,52.39977283,4.907483532,0,0,0,0
Distelweg Brug,52.391338,4.908013,0,0,0,0
Heilige Maria koptische Kerk,52.39308325,4.913548635,0,0,0,0
Church,52.39287399,4.912939975,0,0,0,0
"Railteam WG2 Meeting, Amsterdam",52.37773958,4.901495497,0,0,0,0
Akvo Foundation,52.37224557,4.907562733,0,0,0,0
Koptisch Orthodoxe Kerk,52.391651,4.912451,0,0,0,0
De Rosakerk,52.38804198,4.914257526,0,0,0,0
Moske El Mouhssinine,52.383101,4.913617,0,0,0,0
Vodafone Procrastination couch on 11,52.37625684,4.905833222,0,0,0,0
SHOOT,52.376667,4.922156,0,0,0,0
GKf Jaarver . 2013,52.376727,4.922095,0,0,0,0
Vodafone Twitter room,52.37640856,4.905944516,0,0,0,0
BB10 Jam World Tour Amsterdam,52.37694021,4.904860456,0,0,0,0
Uilenburgersjoel,52.37062107,4.904955626,0,0,0,0
Moskee Al-Kabir,52.3592224,4.908874531,0,0,0,0
LifeStylePress,52.38529504,4.929862618,0,0,0,0
Tmc,52.390609,4.938147,0,0,0,0
Ulu Camii Amsterdam-Oost,52.36624434,4.939174652,0,0,0,0
IJland Studio,52.373996,4.93544,0,0,0,0
Krabpaal,52.371102,4.93074,0,0,0,0
Rex Bundy,52.345375,4.934313,0,0,0,0
Nasr,52.3610739,4.932155581,0,0,0,0
